hashtables.lockbased.ReduceCollaborative,1000000,1,0,0,0,16201.35273
hashtables.lockbased.ReduceSimple,1000000,1,0,0,0,15351.80680
hashtables.lockbased.ReduceUnlinearizable,1000000,1,0,0,0,15631.92317
hashtables.lockbased.ReduceCollaborative,1000000,1,0,20,0,13299.48604
hashtables.lockbased.ReduceSimple,1000000,1,0,20,0,13193.41358
hashtables.lockbased.ReduceUnlinearizable,1000000,1,0,20,0,13209.15504
hashtables.lockbased.ReduceCollaborative,1000000,1,0,50,0,11075.00836
hashtables.lockbased.ReduceSimple,1000000,1,0,50,0,11685.24085
hashtables.lockbased.ReduceUnlinearizable,1000000,1,0,50,0,11313.97197
hashtables.lockbased.ReduceCollaborative,1000000,1,0,100,0,9689.40138
hashtables.lockbased.ReduceSimple,1000000,1,0,100,0,9862.76830
hashtables.lockbased.ReduceUnlinearizable,1000000,1,0,100,0,9758.51698
hashtables.lockbased.ReduceCollaborative,1000000,2,0,0,0,29348.61895
hashtables.lockbased.ReduceSimple,1000000,2,0,0,0,30666.37278
hashtables.lockbased.ReduceUnlinearizable,1000000,2,0,0,0,30504.22003
hashtables.lockbased.ReduceCollaborative,1000000,2,0,20,0,22639.91360
hashtables.lockbased.ReduceSimple,1000000,2,0,20,0,23031.39080
hashtables.lockbased.ReduceUnlinearizable,1000000,2,0,20,0,22365.99139
hashtables.lockbased.ReduceCollaborative,1000000,2,0,50,0,16244.28767
hashtables.lockbased.ReduceSimple,1000000,2,0,50,0,16091.51297
hashtables.lockbased.ReduceUnlinearizable,1000000,2,0,50,0,16663.77851
hashtables.lockbased.ReduceCollaborative,1000000,2,0,100,0,11246.02549
hashtables.lockbased.ReduceSimple,1000000,2,0,100,0,11463.44130
hashtables.lockbased.ReduceUnlinearizable,1000000,2,0,100,0,11703.12910
hashtables.lockbased.ReduceCollaborative,1000000,4,0,0,0,55014.34266
hashtables.lockbased.ReduceSimple,1000000,4,0,0,0,56807.79262
hashtables.lockbased.ReduceUnlinearizable,1000000,4,0,0,0,54189.15364
hashtables.lockbased.ReduceCollaborative,1000000,4,0,20,0,24793.26782
hashtables.lockbased.ReduceSimple,1000000,4,0,20,0,25564.29773
hashtables.lockbased.ReduceUnlinearizable,1000000,4,0,20,0,24912.92025
hashtables.lockbased.ReduceCollaborative,1000000,4,0,50,0,12298.29125
hashtables.lockbased.ReduceSimple,1000000,4,0,50,0,12167.14692
hashtables.lockbased.ReduceUnlinearizable,1000000,4,0,50,0,12419.99372
hashtables.lockbased.ReduceCollaborative,1000000,4,0,100,0,7592.60563
hashtables.lockbased.ReduceSimple,1000000,4,0,100,0,5852.84000
hashtables.lockbased.ReduceUnlinearizable,1000000,4,0,100,0,7645.54912
hashtables.lockbased.ReduceCollaborative,1000000,8,0,0,0,113009.10845
hashtables.lockbased.ReduceSimple,1000000,8,0,0,0,118990.96148
hashtables.lockbased.ReduceUnlinearizable,1000000,8,0,0,0,122711.75799
hashtables.lockbased.ReduceCollaborative,1000000,8,0,20,0,33301.98135
hashtables.lockbased.ReduceSimple,1000000,8,0,20,0,34851.36741
hashtables.lockbased.ReduceUnlinearizable,1000000,8,0,20,0,26691.85238
hashtables.lockbased.ReduceCollaborative,1000000,8,0,50,0,11141.42152
hashtables.lockbased.ReduceSimple,1000000,8,0,50,0,12555.11102
hashtables.lockbased.ReduceUnlinearizable,1000000,8,0,50,0,12439.13310
hashtables.lockbased.ReduceCollaborative,1000000,8,0,100,0,6413.70358
hashtables.lockbased.ReduceSimple,1000000,8,0,100,0,6144.26769
hashtables.lockbased.ReduceUnlinearizable,1000000,8,0,100,0,8338.54094
hashtables.lockbased.ReduceCollaborative,1000000,15,0,0,0,213384.24095
hashtables.lockbased.ReduceSimple,1000000,15,0,0,0,223379.90624
hashtables.lockbased.ReduceUnlinearizable,1000000,15,0,0,0,211965.32743
hashtables.lockbased.ReduceCollaborative,1000000,15,0,20,0,34723.52082
hashtables.lockbased.ReduceSimple,1000000,15,0,20,0,33161.67263
hashtables.lockbased.ReduceUnlinearizable,1000000,15,0,20,0,36938.38533
hashtables.lockbased.ReduceCollaborative,1000000,15,0,50,0,13620.14887
hashtables.lockbased.ReduceSimple,1000000,15,0,50,0,15603.28903
hashtables.lockbased.ReduceUnlinearizable,1000000,15,0,50,0,14169.80217
